,battery_power,clock_speed,dual_sim,four_g,px_height,px_width,ram,talk_time,three_g,touch_screen,wifi,price_range,bluetooth,front_camera,memory,mobile_depth,mobile_weight,number_of_cores,camera_pixels,screen_height,screen_width
859,623,2.0,0,N/A,144,672,3657,19.0,1,1.0,0,1.0,0,2.0,6.0,0.1,127,3,4.0,17,
860,1829,0.5,0,1.0,729,1267,2080,12.0,1,0.0,1,1.0,1,,??,0.4,160,5,7.0,16,
861,525,2.4,1,0.0,82,670,1609,3.0,0,0.0,0,0.0,0,11.0,,0.8,190,7,20.0,16,11.0
862,1065,0.5,0,1.0,188,928,3078,18.0,1,0.0,1,1.0,1,0.0,14.0,0.7,89,2,2.0,10,1.0
863,1425,1.2,0,1.0,150,1897,590,6.0,1,1.0,1,0.0,0,9.0,35.0,0.7,127,8,14.0,13,2.0
864,1296,1.4,1,0.0,1222,1382,2552,10.0,1,??,1,1.0,0,3.0,11.0,,129,7,4.0,19,8.0
865,642,2.8,0,0.0,331,1011,3355,,0,0.0,0,1.0,0,3.0,34.0,0.8,197,2,15.0,12,5.0
866,1664,2.9,1,1.0,1178,1929,1968,9.0,1,0.0,0,1.0,1,9.0,15.0,0.5,177,7,19.0,12,7.0
867,1498,0.7,0,1.0,347,1076,3358,19.0,1,0.0,0,1.0,1,3.0,8.0,0.1,170,7,4.0,7,3.0
868,981,1.9,1,0.0,75,688,1539,19.0,0,0.0,0,0.0,1,0.0,2.0,0.1,136,3,7.0,19,12.0
869,1236,2.8,0,1.0,492,1403,942,14.0,1,1.0,1,0.0,1,6.0,32.0,0.3,143,4,,16,12.0
870,1673,2.8,1,0.0,65,734,3669,10.0,1,0.0,1,,0,N/A,9.0,0.1,187,3,10.0,9,1.0
871,712,1.6,0,1.0,881,1234,3612,4.0,1,0.0,0,#,1,6.0,9.0,0.8,172,2,14.0,13,5.0
872,569,N/A,1,,351,1159,2351,10.0,1,1.0,0,0.0,1,10.0,4.0,0.8,170,3,19.0,8,7.0
873,603,0.7,1,1.0,1842,1968,604,8.0,1,1.0,1,0.0,1,0.0,64.0,0.2,156,6,0.0,10,4.0
874,1332,0.8,1,0.0,758,1165,1285,9.0,1,1.0,0,0.0,0,2.0,11.0,0.5,187,2,4.0,5,0.0
875,1413,0.6,0,1.0,1323,1481,515,18.0,1,1.0,0,0.0,0,0.0,13.0,0.1,128,1,0.0,5,0.0
876,1064,2.9,1,1.0,1175,1569,654,6.0,1,0.0,0,0.0,0,1.0,34.0,0.2,184,6,13.0,16,13.0
877,1444,0.6,0,0.0,1092,1554,2540,15.0,1,1.0,1,1.0,0,2.0,48.0,0.5,82,5,,17,2.0
878,1366,1.7,1,1.0,647,1876,3869,14.0,1,0.0,1,1.0,1,5.0,53.0,0.2,161,5,9.0,17,5.0
879,906,2.1,1,0.0,1102,1793,3412,16.0,1,0.0,0,1.0,0,7.0,18.0,0.1,136,2,11.0,13,8.0
880,1554,2.7,1,1.0,319,1367,509,19.0,1,0.0,0,0.0,0,3.0,47.0,0.7,185,5,12.0,12,3.0
881,1187,2.3,0,1.0,215,1125,2547,5.0,1,1.0,0,1.0,0,0.0,21.0,0.2,122,6,6.0,10,3.0
882,1156,2.7,1,1.0,945,1913,2735,13.0,1,0.0,1,1.0,1,1.0,30.0,0.9,173,3,16.0,16,15.0
883,1918,2.8,0,0.0,381,1203,1369,6.0,0,1.0,1,,0,1.0,22.0,0.3,139,1,5.0,9,6.0
884,841,0.5,1,0.0,546,828,2942,16.0,0,1.0,1,1.0,1,8.0,39.0,0.1,199,6,13.0,11,5.0
885,730,1.3,1,0.0,1096,1155,2812,17.0,0,0.0,0,1.0,1,6.0,6.0,0.9,167,7,,10,1.0
886,878,1.3,0,1.0,575,618,3497,11.0,1,1.0,0,1.0,1,13.0,31.0,0.5,153,4,18.0,9,7.0
887,1059,0.5,1,0.0,519,1545,619,18.0,0,1.0,1,0.0,0,0.0,50.0,0.7,182,8,1.0,5,3.0
888,1578,2.9,0,0.0,342,670,3483,16.0,1,0.0,0,1.0,0,8.0,3.0,0.9,200,1,20.0,17,4.0
889,1829,1.7,0,0.0,291,563,1475,7.0,0,0.0,0,0.0,0,0.0,36.0,0.8,112,5,1.0,11,4.0
890,1132,1.0,0,0.0,1091,1293,1950,6.0,0,1.0,1,0.0,0,0.0,8.0,0.1,157,1,4.0,11,2.0
891,1652,0.6,1,1.0,352,1084,3592,,1,0.0,0,@,0,4.0,40.0,??,198,7,6.0,7,6.0
892,912,0.5,1,0.0,165,1723,3573,20.0,1,1.0,0,1.0,0,0.0,58.0,0.3,107,5,1.0,17,3.0
893,1181,2.3,0,1.0,385,831,2020,,1,1.0,0,0.0,0,12.0,61.0,0.6,116,2,16.0,6,0.0
894,1497,0.7,0,0.0,1920,1933,1329,7.0,1,1.0,0,1.0,1,5.0,32.0,0.7,92,3,9.0,6,1.0
895,1790,2.3,1,1.0,396,1980,3568,18.0,1,0.0,1,1.0,1,3.0,49.0,0.5,100,3,11.0,6,2.0
896,1742,1.6,0,0.0,1134,1469,1947,6.0,1,0.0,1,1.0,1,3.0,49.0,0.8,100,1,9.0,5,4.0
897,1549,0.5,0,0.0,721,1514,1998,15.0,1,1.0,0,1.0,1,4.0,8.0,0.4,158,5,7.0,12,7.0
898,1372,2.7,0,,687,937,725,20.0,1,0.0,0,0.0,1,7.0,@,0.4,193,4,17.0,11,3.0
899,1112,0.5,0,1.0,777,1119,3302,20.0,1,1.0,1,1.0,0,0.0,12.0,0.9,190,4,,11,0.0
900,1005,0.5,0,0.0,176,1556,3884,20.0,0,,1,1.0,0,0.0,46.0,0.4,133,8,17.0,17,0.0
901,783,1.7,1,1.0,458,1263,1185,,1,1.0,1,0.0,1,9.0,27.0,0.3,150,6,11.0,15,4.0
902,1698,2.5,0,1.0,485,1819,1656,17.0,1,0.0,1,1.0,0,10.0,26.0,0.4,105,2,18.0,5,3.0
903,899,2.7,0,,641,1638,2870,10.0,1,0.0,1,1.0,1,3.0,53.0,0.3,192,4,11.0,19,16.0
904,1062,1.5,0,0.0,798,1435,911,9.0,0,0.0,0,0.0,0,3.0,45.0,0.2,151,3,4.0,14,N/A
905,989,2.0,0,,256,1394,3892,,1,1.0,0,1.0,1,4.0,,0.2,166,3,19.0,18,7.0
906,1983,1.2,1,1.0,370,1197,3897,10.0,1,1.0,1,1.0,1,6.0,27.0,0.6,125,1,11.0,12,10.0
907,1800,_,0,0.0,191,1108,656,18.0,0,0.0,1,0.0,1,5.0,53.0,0.3,87,1,12.0,14,10.0
908,1254,1.7,0,1.0,1571,1956,606,2.0,1,1.0,1,0.0,0,0.0,45.0,0.4,146,3,3.0,7,2.0
909,868,1.7,0,0.0,276,1026,1653,17.0,1,0.0,0,0.0,0,0.0,30.0,0.8,83,4,0.0,11,7.0
910,1205,0.5,1,0.0,573,614,860,14.0,1,0.0,1,0.0,0,3.0,12.0,,175,4,6.0,14,1.0
911,1284,2.8,1,0.0,160,516,2197,9.0,0,1.0,1,0.0,1,0.0,10.0,,155,2,14.0,16,2.0
912,626,0.7,1,1.0,90,1334,3458,11.0,1,0.0,1,1.0,0,2.0,23.0,0.5,187,2,9.0,7,5.0
913,1763,2.9,1,1.0,138,806,2066,17.0,1,1.0,1,0.0,0,1.0,53.0,0.2,101,4,#,12,9.0
914,694,1.8,1,0.0,983,1230,3676,5.0,1,0.0,1,1.0,1,15.0,36.0,0.4,193,4,20.0,12,8.0
915,1265,0.6,1,N/A,275,687,1518,8.0,1,0.0,1,0.0,0,4.0,49.0,0.5,90,1,5.0,16,11.0
916,816,0.5,0,0.0,149,558,1018,15.0,1,0.0,0,0.0,1,4.0,14.0,0.9,198,3,13.0,17,10.0
917,904,1.8,0,1.0,42,507,1360,11.0,1,0.0,0,,0,3.0,35.0,0.4,168,3,4.0,15,12.0
918,979,0.5,1,1.0,793,1670,3449,14.0,1,0.0,0,1.0,0,0.0,5.0,0.5,164,7,2.0,5,2.0
919,1531,2.0,0,1.0,625,765,2524,7.0,1,0.0,0,1.0,0,0.0,60.0,0.4,162,6,1.0,13,11.0
920,934,2.0,1,0.0,521,1190,703,7.0,0,0.0,1,0.0,0,2.0,,0.7,182,8,15.0,10,8.0
921,1624,_,1,0.0,1530,1744,1251,18.0,0,1.0,1,0.0,1,0.0,58.0,,200,3,11.0,13,#
922,874,1.3,0,0.0,442,1248,582,15.0,0,0.0,0,0.0,0,5.0,8.0,@,185,1,20.0,6,4.0
923,1027,2.2,0,0.0,152,714,1732,13.0,0,1.0,1,0.0,1,_,63.0,0.8,102,5,4.0,8,5.0
924,1966,0.8,1,1.0,1242,1973,1252,19.0,1,1.0,1,1.0,0,15.0,48.0,0.2,144,1,16.0,6,4.0
925,1048,,0,1.0,29,1670,2146,2.0,1,0.0,0,0.0,1,2.0,29.0,1.0,182,1,4.0,11,10.0
926,1496,1.9,1,0.0,501,506,1927,6.0,0,0.0,1,0.0,1,13.0,38.0,0.1,126,4,14.0,17,4.0
927,959,1.7,0,0.0,87,736,3328,10.0,1,1.0,1,1.0,1,15.0,13.0,#,155,4,16.0,10,9.0
928,1349,2.2,1,0.0,648,1019,2462,17.0,1,@,1,,1,5.0,55.0,0.1,105,7,7.0,15,7.0
929,1689,2.4,1,1.0,521,674,1172,17.0,1,1.0,1,0.0,1,0.0,13.0,#,168,2,9.0,12,11.0
930,1558,2.4,0,1.0,120,1409,3598,12.0,1,0.0,1,1.0,1,0.0,#,0.1,146,1,1.0,9,@
931,582,0.5,1,0.0,985,1420,2437,2.0,1,1.0,1,1.0,0,3.0,27.0,0.2,168,3,10.0,19,2.0
932,1485,2.8,0,1.0,341,774,3271,8.0,1,1.0,0,1.0,0,3.0,44.0,0.1,138,4,14.0,14,12.0
933,1991,1.8,0,0.0,751,1377,1511,9.0,0,,0,0.0,1,11.0,9.0,0.7,94,3,12.0,17,
934,553,0.5,1,1.0,993,1517,2981,14.0,1,0.0,0,1.0,0,2.0,23.0,0.5,119,3,3.0,7,3.0
935,1231,0.7,1,0.0,43,1663,3119,,1,1.0,0,1.0,0,2.0,_,0.9,113,1,7.0,9,4.0
936,805,0.8,0,0.0,1262,1538,3647,9.0,1,,1,1.0,0,1.0,34.0,0.6,88,6,2.0,18,11.0
937,764,1.2,1,0.0,361,511,3148,6.0,1,1.0,0,1.0,1,1.0,13.0,1.0,152,8,2.0,18,7.0
938,894,0.9,0,1.0,104,541,2829,13.0,1,0.0,1,1.0,0,5.0,54.0,0.2,130,3,15.0,11,5.0
939,1589,2.6,0,0.0,618,940,2373,20.0,1,1.0,0,1.0,0,9.0,46.0,0.4,84,3,16.0,11,9.0
940,1456,1.6,1,1.0,815,1666,3998,13.0,1,,0,1.0,0,9.0,39.0,0.1,80,8,10.0,6,3.0
941,743,0.5,1,1.0,1587,1659,316,4.0,1,0.0,0,0.0,0,0.0,33.0,0.3,95,2,1.0,19,10.0
942,1061,2.1,0,1.0,138,1330,999,9.0,1,1.0,0,,1,3.0,52.0,0.1,109,7,4.0,16,12.0
943,1428,1.6,0,0.0,584,983,1808,13.0,0,1.0,0,0.0,1,0.0,7.0,0.1,153,4,2.0,12,8.0
944,674,2.8,1,1.0,750,772,589,4.0,1,1.0,0,0.0,1,0.0,8.0,0.2,93,3,0.0,18,@
945,832,1.1,0,1.0,820,1366,3317,19.0,1,1.0,0,1.0,0,0.0,46.0,0.3,93,6,0.0,8,0.0
946,1625,0.5,1,1.0,8,1219,670,,1,,0,,1,2.0,50.0,0.1,107,8,17.0,16,3.0
947,907,1.4,1,0.0,171,507,584,6.0,1,0.0,0,0.0,0,3.0,42.0,_,151,1,16.0,11,9.0
948,1631,0.5,0,1.0,960,1735,2173,8.0,1,1.0,0,1.0,0,_,13.0,0.5,166,2,16.0,12,#
949,1584,1.3,0,0.0,160,1291,1561,17.0,0,0.0,1,0.0,1,6.0,41.0,0.6,135,4,15.0,10,5.0
950,1382,0.5,0,1.0,612,719,2073,9.0,1,0.0,1,N/A,1,7.0,13.0,0.3,199,2,18.0,16,7.0
951,633,1.4,0,1.0,709,1915,1401,11.0,1,1.0,0,0.0,1,0.0,46.0,0.7,102,6,10.0,19,14.0
952,1444,,0,0.0,624,917,3764,10.0,0,0.0,0,1.0,1,9.0,38.0,0.4,104,7,16.0,14,9.0
953,852,1.6,1,1.0,538,730,1275,12.0,1,0.0,1,0.0,1,6.0,54.0,0.4,147,5,7.0,13,7.0
954,922,0.7,0,1.0,1295,1808,1464,12.0,1,0.0,1,0.0,1,0.0,47.0,_,157,8,14.0,17,4.0
955,1745,1.5,1,1.0,1164,1908,2885,5.0,1,1.0,1,1.0,0,4.0,57.0,0.1,159,3,16.0,13,11.0
956,862,2.3,0,1.0,829,1977,3458,9.0,1,1.0,1,1.0,0,9.0,6.0,0.1,107,8,14.0,9,4.0
957,1754,??,1,1.0,199,1452,3019,,1,0.0,1,1.0,1,1.0,52.0,1.0,101,4,3.0,11,6.0
958,1008,2.5,0,0.0,825,1972,1083,6.0,0,0.0,0,0.0,0,3.0,36.0,1.0,109,1,14.0,6,4.0
959,1569,0.5,1,0.0,519,930,3538,15.0,1,0.0,1,1.0,0,3.0,33.0,,147,1,13.0,18,1.0
960,1596,2.9,1,0.0,169,1190,2493,13.0,1,1.0,1,1.0,0,7.0,7.0,0.7,149,2,9.0,14,12.0
961,1807,0.5,1,1.0,1734,1968,3726,15.0,1,0.0,0,1.0,1,2.0,@,0.1,134,6,6.0,8,5.0
962,1660,2.8,1,0.0,76,1165,1531,7.0,0,0.0,0,0.0,0,4.0,7.0,0.8,184,1,6.0,12,0.0
963,1861,0.9,0,,1698,1877,601,4.0,1,0.0,0,,1,4.0,55.0,0.5,148,7,8.0,7,5.0
964,648,1.9,1,0.0,819,1997,2991,4.0,0,0.0,1,#,0,4.0,8.0,1.0,91,5,19.0,8,7.0
965,1379,0.5,1,0.0,387,671,3912,19.0,0,1.0,1,1.0,0,1.0,19.0,0.3,134,8,17.0,11,2.0
966,1910,1.7,0,0.0,985,1284,309,,0,0.0,1,0.0,1,,,0.6,115,2,,8,4.0
967,1807,2.0,1,,970,974,323,3.0,1,1.0,1,0.0,0,0.0,13.0,0.5,155,8,0.0,9,3.0
968,1923,0.5,1,0.0,767,1759,1489,3.0,1,#,1,0.0,0,7.0,46.0,??,191,1,10.0,10,9.0
969,1345,3.0,0,1.0,512,1465,1322,15.0,1,0.0,0,0.0,1,7.0,38.0,0.1,162,3,11.0,9,2.0
970,904,1.6,1,N/A,56,760,1846,3.0,1,0.0,1,0.0,0,5.0,,0.2,102,8,9.0,7,0.0
971,1239,1.2,1,1.0,590,661,417,6.0,1,0.0,1,0.0,0,5.0,_,0.9,122,2,10.0,8,0.0
972,1330,0.9,0,1.0,462,1304,3269,8.0,1,1.0,0,1.0,0,6.0,52.0,0.8,84,4,12.0,19,6.0
973,516,0.7,1,0.0,126,698,3731,15.0,0,0.0,0,1.0,1,1.0,30.0,0.9,138,1,12.0,17,13.0
974,672,0.5,1,0.0,578,1143,667,14.0,0,0.0,0,0.0,1,0.0,54.0,0.9,95,4,11.0,17,8.0
975,892,0.5,0,1.0,655,1782,1241,9.0,1,0.0,1,0.0,1,0.0,47.0,0.4,94,1,18.0,12,3.0
976,1778,0.5,0,1.0,1028,1445,3941,13.0,1,0.0,0,1.0,0,0.0,23.0,0.5,101,6,11.0,19,6.0
977,1130,2.5,0,,88,1261,1018,16.0,1,0.0,0,0.0,1,,58.0,0.1,132,5,14.0,17,1.0
978,1359,0.6,0,0.0,1692,1902,3142,17.0,0,1.0,1,,0,4.0,59.0,0.3,86,2,6.0,19,3.0
979,1866,2.5,1,1.0,358,1782,1444,20.0,1,0.0,0,0.0,1,3.0,47.0,0.8,89,5,,7,
980,1597,2.3,0,0.0,64,1667,934,9.0,0,1.0,0,0.0,0,11.0,34.0,,89,1,14.0,16,10.0
981,1046,2.8,1,#,259,1040,3863,9.0,1,1.0,1,1.0,1,0.0,58.0,0.2,100,8,0.0,17,12.0
982,1035,0.6,1,1.0,236,1960,3506,12.0,1,,0,1.0,0,2.0,44.0,0.5,99,3,3.0,14,5.0
983,1175,1.3,0,0.0,873,1394,1944,9.0,1,1.0,0,0.0,1,2.0,19.0,0.3,164,7,9.0,9,4.0
984,1261,0.5,1,1.0,858,1591,348,,1,0.0,1,0.0,1,0.0,11.0,0.2,90,4,0.0,14,9.0
985,1068,0.7,1,0.0,1405,1910,550,6.0,1,1.0,0,0.0,0,,51.0,0.5,124,4,15.0,12,8.0
986,1713,3.0,1,1.0,237,890,971,10.0,1,0.0,0,0.0,0,5.0,20.0,0.9,104,7,17.0,11,10.0
987,1688,2.5,0,1.0,650,864,3984,8.0,1,1.0,1,1.0,0,0.0,21.0,0.2,170,7,0.0,17,14.0
988,1413,0.5,1,1.0,1949,1994,2973,15.0,1,0.0,1,??,1,4.0,45.0,0.4,104,5,6.0,17,8.0
989,559,0.5,0,0.0,541,823,2019,16.0,1,1.0,1,0.0,1,10.0,11.0,0.4,82,5,14.0,10,4.0
990,1483,2.6,1,0.0,361,1552,1587,19.0,0,0.0,0,0.0,1,13.0,19.0,0.6,146,7,19.0,9,4.0
991,860,,1,0.0,335,1463,1870,18.0,1,0.0,0,@,1,13.0,48.0,0.5,187,7,18.0,17,2.0
992,1090,1.3,1,0.0,1638,1910,1352,11.0,0,1.0,0,0.0,0,5.0,#,0.1,91,4,16.0,5,1.0
993,686,0.5,0,0.0,1109,1392,570,19.0,0,1.0,0,0.0,1,11.0,3.0,0.3,91,6,15.0,7,
994,818,1.3,0,0.0,111,510,546,7.0,1,1.0,1,0.0,0,14.0,43.0,0.9,177,6,15.0,12,6.0
995,1456,1.6,1,0.0,1285,1427,3624,16.0,1,1.0,0,1.0,0,5.0,49.0,0.2,193,3,20.0,12,11.0
996,774,0.5,1,1.0,1480,1731,2944,2.0,1,1.0,1,1.0,0,2.0,,0.5,188,2,9.0,8,6.0
997,1068,0.5,1,1.0,322,875,1209,12.0,1,,0,,0,0.0,19.0,0.9,197,8,9.0,19,12.0
998,1373,1.9,1,1.0,1220,1348,2752,7.0,1,1.0,1,1.0,1,1.0,29.0,0.9,141,6,12.0,15,2.0
999,1777,3.0,0,0.0,511,616,3868,7.0,0,1.0,1,1.0,1,3.0,20.0,0.6,188,6,5.0,5,1.0
1000,594,0.8,0,1.0,1011,1263,3087,4.0,1,1.0,1,1.0,0,,28.0,0.1,132,5,3.0,16,4.0
1001,1524,2.6,1,0.0,629,635,947,16.0,0,1.0,1,0.0,0,5.0,57.0,0.5,124,2,12.0,11,4.0
1002,511,0.6,1,0.0,140,622,1484,8.0,1,0.0,0,0.0,1,12.0,50.0,0.1,175,3,16.0,9,7.0
1003,1402,0.6,1,0.0,1081,1767,347,12.0,1,,1,0.0,1,3.0,46.0,0.3,87,7,12.0,17,0.0
1004,965,,0,0.0,297,653,3227,8.0,1,0.0,0,1.0,1,15.0,53.0,,131,8,19.0,12,6.0
1005,1270,2.3,0,0.0,1512,1716,3299,16.0,0,0.0,1,1.0,1,0.0,58.0,0.5,104,5,1.0,13,4.0
1006,919,0.5,1,0.0,275,570,1028,17.0,1,0.0,0,_,0,11.0,13.0,0.3,159,1,15.0,8,4.0
1007,1963,1.0,0,1.0,1136,1813,714,2.0,1,0.0,1,0.0,1,,,0.1,157,2,@,18,2.0
1008,1977,1.3,1,0.0,1145,1356,2641,7.0,0,0.0,0,1.0,0,2.0,31.0,0.4,173,8,6.0,8,2.0
1009,1881,2.2,0,0.0,477,1553,1229,14.0,1,,0,0.0,0,4.0,51.0,0.3,158,5,7.0,12,0.0
1010,683,0.7,0,0.0,954,1985,2622,5.0,0,@,1,1.0,0,5.0,19.0,0.9,173,4,,16,3.0
1011,772,2.6,1,0.0,741,1471,929,18.0,0,1.0,1,0.0,0,7.0,6.0,??,100,2,10.0,13,6.0
1012,536,1.4,0,1.0,547,705,1211,7.0,1,0.0,1,0.0,1,0.0,53.0,0.7,135,3,0.0,15,10.0
1013,1694,1.8,0,0.0,1194,1208,1653,6.0,1,0.0,0,1.0,0,0.0,53.0,1.0,186,6,0.0,7,
1014,1633,,1,1.0,146,906,511,7.0,1,1.0,0,0.0,0,3.0,33.0,0.9,111,2,19.0,9,0.0
1015,1371,0.5,0,0.0,471,663,3034,8.0,0,0.0,0,1.0,0,4.0,52.0,0.5,167,4,19.0,13,6.0
1016,551,2.8,0,1.0,169,1916,1414,19.0,1,0.0,1,0.0,1,0.0,54.0,,172,7,15.0,6,1.0
1017,1221,0.5,0,1.0,1895,1976,2438,10.0,1,_,1,1.0,0,1.0,28.0,0.5,139,1,7.0,13,N/A
1018,1000,0.5,0,0.0,1537,1761,3744,7.0,0,0.0,1,1.0,1,12.0,N/A,0.7,179,8,18.0,11,1.0
1019,1986,2.7,1,,236,1520,1377,15.0,1,1.0,1,0.0,0,3.0,64.0,0.2,162,4,20.0,5,3.0
1020,1119,0.5,1,1.0,821,915,3520,7.0,1,0.0,0,1.0,0,0.0,23.0,0.4,164,4,@,7,4.0
1021,1699,0.5,1,0.0,466,1768,3796,12.0,0,1.0,1,1.0,0,1.0,59.0,0.5,97,4,3.0,17,10.0
1022,1099,0.5,0,1.0,393,1096,1699,3.0,1,1.0,1,0.0,0,13.0,61.0,0.3,146,3,,17,10.0
1023,1576,2.6,0,0.0,400,631,336,13.0,1,1.0,1,,0,,58.0,0.2,90,3,16.0,14,8.0
1024,950,0.5,0,,774,843,1095,13.0,0,1.0,0,0.0,1,9.0,55.0,0.1,156,5,10.0,14,12.0
1025,1081,2.5,1,0.0,284,519,325,6.0,0,0.0,1,N/A,1,,49.0,1.0,99,3,17.0,9,1.0
1026,606,2.5,0,1.0,465,1152,1223,,1,0.0,0,0.0,0,,53.0,0.2,146,4,2.0,19,12.0
1027,502,1.5,1,0.0,705,1810,1649,14.0,0,1.0,0,0.0,0,7.0,37.0,0.2,199,2,12.0,6,
1028,957,0.7,0,1.0,38,1682,1898,3.0,1,1.0,0,0.0,1,0.0,4.0,0.1,160,2,0.0,12,4.0
1029,1658,1.4,1,1.0,51,739,2609,19.0,1,0.0,0,,1,0.0,38.0,0.3,159,5,0.0,12,11.0
1030,1681,2.5,1,0.0,850,1005,2265,20.0,1,1.0,1,1.0,1,6.0,18.0,0.3,167,1,7.0,5,3.0
1031,1983,0.5,1,0.0,349,676,2775,3.0,0,1.0,1,1.0,1,3.0,43.0,1.0,87,6,10.0,9,4.0
1032,1753,1.2,0,1.0,387,1595,1445,12.0,1,1.0,1,0.0,0,8.0,12.0,0.9,113,7,17.0,17,16.0
1033,1632,1.4,0,0.0,706,1623,2614,15.0,1,0.0,0,1.0,1,0.0,41.0,0.1,132,4,1.0,5,4.0
1034,1949,1.4,0,0.0,951,1178,356,19.0,0,0.0,0,0.0,1,7.0,57.0,0.3,145,7,11.0,5,3.0
1035,1696,1.7,0,,179,772,523,4.0,0,1.0,1,0.0,0,1.0,13.0,0.9,97,3,2.0,5,0.0
1036,688,2.5,1,0.0,426,1964,3745,4.0,0,1.0,0,1.0,0,0.0,57.0,0.8,131,7,3.0,17,1.0
1037,1104,1.7,0,1.0,653,1413,1229,3.0,1,1.0,1,0.0,0,N/A,60.0,0.4,199,2,13.0,6,0.0
1038,1122,2.8,0,0.0,1578,1963,1402,3.0,0,1.0,0,0.0,0,0.0,,0.6,184,3,#,14,10.0
1039,504,0.5,1,1.0,280,1795,2085,8.0,1,0.0,0,0.0,1,2.0,46.0,0.9,172,5,14.0,13,5.0
1040,1154,0.5,0,1.0,251,1801,587,4.0,1,1.0,1,,0,12.0,14.0,,156,7,14.0,8,3.0
1041,1727,2.1,0,1.0,1463,1992,2457,7.0,1,0.0,1,,0,_,63.0,0.6,85,7,8.0,19,13.0
1042,1674,2.8,1,1.0,1432,1649,2030,6.0,1,0.0,0,1.0,0,0.0,,0.2,89,3,7.0,7,0.0
1043,1948,2.8,1,1.0,477,571,816,3.0,1,0.0,0,0.0,0,5.0,18.0,0.2,135,2,14.0,16,2.0
1044,1218,2.8,1,0.0,1122,1746,1667,12.0,0,0.0,0,0.0,1,3.0,39.0,0.8,150,7,14.0,10,0.0
1045,531,1.1,0,0.0,145,1903,2958,19.0,0,1.0,0,1.0,0,10.0,63.0,0.7,189,7,14.0,17,1.0
1046,1057,2.1,0,0.0,416,1055,3705,,1,0.0,0,1.0,0,4.0,5.0,0.5,154,5,13.0,6,4.0
1047,576,1.2,0,,847,893,2800,16.0,0,1.0,1,1.0,0,1.0,30.0,0.8,162,8,5.0,11,6.0
1048,1960,2.1,0,0.0,868,877,3773,,0,1.0,1,1.0,1,1.0,7.0,0.2,165,7,9.0,11,9.0
1049,673,1.7,1,1.0,594,1088,2050,17.0,1,1.0,0,0.0,1,3.0,22.0,0.1,88,1,5.0,7,2.0
1050,718,0.7,1,1.0,518,830,1754,9.0,1,N/A,1,0.0,0,0.0,21.0,0.8,88,1,7.0,17,11.0
1051,864,,0,1.0,663,1805,1904,13.0,1,1.0,1,0.0,0,@,35.0,0.3,103,3,7.0,12,8.0
1052,547,1.9,1,0.0,371,541,2705,10.0,1,1.0,0,0.0,0,1.0,37.0,0.4,154,5,4.0,17,#
1053,623,0.9,0,1.0,1749,1781,3537,3.0,1,_,1,,1,1.0,3.0,,102,8,7.0,16,13.0
1054,1793,0.7,1,0.0,586,722,1370,19.0,1,0.0,1,0.0,0,11.0,27.0,0.4,154,5,,16,3.0
1055,1720,0.7,1,0.0,409,646,1222,7.0,0,0.0,0,0.0,1,0.0,19.0,0.1,137,2,3.0,13,2.0
1056,812,,1,0.0,35,1309,3102,2.0,0,0.0,0,1.0,0,1.0,64.0,1.0,106,4,,6,0.0
1057,980,0.5,0,1.0,1008,1758,2268,4.0,1,1.0,0,1.0,1,,33.0,0.9,160,6,0.0,7,5.0
1058,643,1.0,0,1.0,442,1079,2648,18.0,1,1.0,1,0.0,0,9.0,,0.2,187,8,12.0,7,5.0
1059,1925,3.0,1,1.0,983,1087,2173,19.0,1,1.0,0,1.0,0,0.0,16.0,0.8,175,8,11.0,7,3.0
1060,1408,2.5,0,0.0,875,982,3162,3.0,1,0.0,0,1.0,1,3.0,32.0,0.1,151,4,6.0,19,18.0
1061,1522,0.7,1,0.0,952,1191,1368,17.0,1,0.0,1,0.0,1,4.0,28.0,0.2,124,1,5.0,14,5.0
1062,587,2.5,0,1.0,244,1361,2746,,1,0.0,1,1.0,1,,51.0,0.6,111,1,17.0,10,4.0
1063,1959,0.5,1,,65,1055,619,8.0,1,1.0,1,0.0,0,5.0,18.0,0.7,191,6,20.0,7,4.0
1064,1872,0.5,1,0.0,1749,1767,724,9.0,1,0.0,1,0.0,0,3.0,17.0,0.7,89,6,6.0,17,3.0
1065,1043,0.5,0,0.0,716,1626,912,6.0,0,1.0,0,0.0,1,7.0,42.0,0.1,111,3,8.0,16,9.0
1066,1809,0.5,0,0.0,433,1661,2784,20.0,1,,1,1.0,0,6.0,23.0,0.7,123,6,19.0,12,6.0
1067,1703,0.5,0,1.0,134,521,793,17.0,1,1.0,0,0.0,1,5.0,23.0,0.2,92,6,7.0,7,3.0
1068,1095,0.5,0,0.0,179,1247,560,10.0,1,1.0,0,0.0,1,4.0,45.0,0.5,197,1,5.0,9,1.0
1069,1414,2.6,0,0.0,804,1564,312,8.0,0,0.0,1,0.0,0,1.0,27.0,0.6,137,4,20.0,5,2.0
1070,1659,,0,0.0,787,1515,545,9.0,0,1.0,1,0.0,1,2.0,41.0,0.1,88,7,18.0,12,0.0
1071,1540,0.7,1,0.0,704,822,1591,2.0,1,0.0,1,0.0,0,1.0,60.0,0.8,197,7,12.0,19,0.0
1072,1342,1.0,0,1.0,991,1638,2746,10.0,1,1.0,0,1.0,0,0.0,31.0,0.6,86,7,1.0,15,5.0
